3856	(main)		20		12		0		12

Menu:
1. Show Processes
2. Run FCFS
3. Run SJF
4. Run Round Robin
5. Exit
Enter your choice: PID	Name		Priority	Burst Time	Arrival Time	Waiting Time	Response Time
1	(syste		20		2906		0		0		2906
2	(kthre		20		6		0		2906		2912
3	(rcu_g		0		0		0		2912		2912
4	(rcu_p		0		0		0		2912		2912
5	(slub_		0		0		0		2912		2912
6	(netns		0		0		0		2912		2912
8	(kwork		0		1		0		2912		2913
10	(mm_pe		0		0		0		2913		2913
11	(rcu_t		20		0		0		2913		2913
12	(rcu_t		20		0		0		2913		2913
13	(rcu_t		20		0		0		2913		2913
14	(ksoft		20		2695		0		2913		5608
15	(rcu_p		20		2177		0		5608		7785
16	(migra		-100		172		0		7785		7957
17	(idle_		-51		0		0		7957		7957
19	(cpuhp		20		1		0		7957		7958
20	(kdevt		20		1		0		7958		7959
21	(inet_		0		0		0		7959		7959
22	(kaudi		20		2		0		7959		7961
23	(khung		20		24		0		7961		7985
24	(oom_r		20		0		0		7985		7985
27	(write		0		0		0		7985		7985
28	(kcomp		20		787		0		7985		8772
29	(ksmd)		25		0		0		8772		8772
30	(khuge		39		0		0		8772		8772
31	(kinte		0		0		0		8772		8772
32	(kbloc		0		0		0		8772		8772
33	(blkcg		0		0		0		8772		8772
34	(tpm_d		0		0		0		8772		8772
35	(ata_s		0		5		0		8772		8777
36	(md)		0		0		0		8777		8777
37	(edac-		0		0		0		8777		8777
38	(devfr		0		0		0		8777		8777
39	(watch		-51		0		0		8777		8777
41	(kswap		20		819		0		8777		9596
42	(ecryp		20		0		0		9596		9596
43	(kthro		0		0		0		9596		9596
44	(acpi_		0		0		0		9596		9596
45	(scsi_		20		36		0		9596		9632
46	(scsi_		0		0		0		9632		9632
47	(scsi_		20		20		0		9632		9652
48	(scsi_		0		0		0		9652		9652
53	(mld)		0		0		0		9652		9652
54	(ipv6_		0		0		0		9652		9652
61	(kstrp		0		0		0		9652		9652
63	(zswap		0		0		0		9652		9652
64	(kwork		0		0		0		9652		9652
68	(charg		0		0		0		9652		9652
102	(scsi_		20		4		0		9652		9656
103	(scsi_		0		0		0		9656		9656
132	(jbd2/		20		415		0		9656		10071
133	(ext4-		0		0		0		10071		10071
172	(syste		19		1137		0		10071		11208
202	(irq/1		-51		0		0		11208		11208
218	(syste		20		1059		0		11208		12267
255	(kwork		0		4176		0		12267		16443
270	(crypt		0		0		0		16443		16443
493	(syste		20		10394		0		16443		26837
494	(syste		20		730		0		26837		27567
495	(syste		20		239		0		27567		27806
541	(accou		20		111		0		27806		27917
542	(acpid		20		66		0		27917		27983
545	(avahi		20		575		0		27983		28558
546	(cron)		20		29		0		28558		28587
547	(dbus-		20		1271		0		28587		29858
548	(Netwo		20		6681		0		29858		36539
560	(netwo		20		405		0		36539		36944
561	(polki		20		1479		0		36944		38423
562	(power		20		45		0		38423		38468
564	(rsysl		20		24		0		38468		38492
568	(snapd		20		1209		0		38492		39701
569	(switc		20		25		0		39701		39726
572	(syste		20		316		0		39726		40042
573	(udisk		20		344		0		40042		40386
574	(wpa_s		20		177		0		40386		40563
580	(avahi		20		0		0		40563		40563
656	(cupsd		20		1447		0		40563		42010
661	(unatt		20		323		0		42010		42333
672	(Modem		20		253		0		42333		42586
719	(gdm3)		20		58		0		42586		42644
735	(cups-		20		98		0		42644		42742
743	(kerne		20		9		0		42742		42751
747	(kerne		20		21		0		42751		42772
817	(kwork		20		8565		0		42772		51337
855	(rtkit		21		16		0		51337		51353
1001	(upowe		20		64		0		51353		51417
1018	(packa		20		320		0		51417		51737
1175	(color		20		128		0		51737		51865
1248	(gdm-s		20		82		0		51865		51947
1261	(syste		20		745		0		51947		52692
1262	((sd-p		20		0		0		52692		52692
1268	(pipew		9		50		0		52692		52742
1269	(pipew		20		46		0		52742		52788
1270	(pulse		9		184		0		52788		52972
1271	(snapd		20		777		0		52972		53749
1280	(dbus-		20		757		0		53749		54506
1285	(gvfsd		20		44		0		54506		54550
1287	(gnome		20		135		0		54550		54685
1294	(gvfsd		20		6		0		54685		54691
1308	(xdg-d		20		18		0		54691		54709
1312	(xdg-p		20		7		0		54709		54716
1315	(gdm-w		20		10		0		54716		54726
1320	(fuser		20		3		0		54726		54729
1330	(gnome		20		84		0		54729		54813
1331	(track		39		1011		0		54813		55824
1378	(gnome		20		13		0		55824		55837
1392	(gnome		20		112		0		55837		55949
1419	(at-sp		20		28		0		55949		55977
1420	(gnome		20		115434		0		55977		171411
1429	(dbus-		20		45		0		171411		171456
1468	(gnome		20		137		0		171456		171593
1475	(evolu		20		204		0		171593		171797
1476	(gvfs-		20		155		0		171797		171952
1484	(gvfs-		20		21		0		171952		171973
1492	(gvfs-		20		26		0		171973		171999
1496	(gvfs-		20		25		0		171999		172024
1500	(goa-d		20		146		0		172024		172170
1509	(goa-i		20		40		0		172170		172210
1516	(gvfs-		20		23		0		172210		172233
1523	(evolu		20		173		0		172233		172406
1526	(snapd		20		251		0		172406		172657
1532	(gvfsd		20		58		0		172657		172715
1541	(dconf		20		23		0		172715		172738
1542	(evolu		20		78		0		172738		172816
1551	(xdg-d		20		93		0		172816		172909
1559	(gjs)		20		143		0		172909		173052
1561	(at-sp		20		30		0		173052		173082
1571	(xdg-d		20		299		0		173082		173381
1574	(sh)		20		6		0		173381		173387
1577	(gsd-a		20		13		0		173387		173400
1581	(gsd-c		20		219		0		173400		173619
1582	(gsd-d		20		55		0		173619		173674
1583	(gsd-h		20		224		0		173674		173898
1584	(gsd-k		20		159		0		173898		174057
1585	(gsd-m		20		193		0		174057		174250
1586	(gsd-p		20		203		0		174250		174453
1591	(ibus-		20		463		0		174453		174916
1596	(gsd-p		20		145		0		174916		175061
1597	(gsd-r		20		34		0		175061		175095
1601	(gsd-s		20		24		0		175095		175119
1605	(gsd-s		20		54		0		175119		175173
1606	(gsd-s		20		25		0		175173		175198
1609	(gsd-s		20		27		0		175198		175225
1610	(gsd-w		20		160		0		175225		175385
1646	(ibus-		20		12		0		175385		175397
1652	(evolu		20		345		0		175397		175742
1654	(ibus-		20		1602		0		175742		177344
1663	(ibus-		20		15		0		177344		177359
1670	(gsd-d		20		25		0		177359		177384
1690	(gsd-p		20		54		0		177384		177438
1740	(ibus-		20		102		0		177438		177540
1745	(xdg-d		20		212		0		177540		177752
1756	(snap-		20		1591		0		177752		179343
1792	(gjs)		20		110		0		179343		179453
1884	(gjs)		20		1312		0		179453		180765
1928	(gvfsd		20		15		0		180765		180780
1971	(fwupd		20		2353		0		180780		183133
2538	(updat		20		228		0		183133		183361
3149	(gnome		20		704		0		183361		184065
3152	(seaho		20		415		0		184065		184480
3153	(gnome		20		15822		0		184480		200302
3238	(bash)		20		190		0		200302		200492
3738	(kwork		20		0		0		200492		200492
3770	(kwork		20		951		0		200492		201443
3772	(kwork		20		622		0		201443		202065
3780	(kwork		20		259		0		202065		202324
3846	(kwork		20		0		0		202324		202324
3847	(kwork		20		0		0		202324		202324
3856	(main)		20		12		0		202324		202336

Average Waiting Time: 79773.33
Average Response Time: 80970.59

Menu:
1. Show Processes
2. Run FCFS
3. Run SJF
4. Run Round Robin
5. Exit
Enter your choice: PID	Name		Priority	Burst Time	Arrival Time	Waiting Time	Response Time
1	(syste		20		2906		0		38358		41264
2	(kthre		20		6		0		17		23
3	(rcu_g		0		0		0		2912		2912
4	(rcu_p		0		0		0		2912		2912
5	(slub_		0		0		0		2912		2912
6	(netns		0		0		0		2912		2912
8	(kwork		0		1		0		0		1
10	(mm_pe		0		0		0		2913		2913
11	(rcu_t		20		0		0		2913		2913
12	(rcu_t		20		0		0		2913		2913
13	(rcu_t		20		0		0		2913		2913
14	(ksoft		20		2695		0		35663		38358
15	(rcu_p		20		2177		0		31133		33310
16	(migra		-100		172		0		3522		3694
17	(idle_		-51		0		0		7957		7957
19	(cpuhp		20		1		0		1		2
20	(kdevt		20		1		0		2		3
21	(inet_		0		0		0		7959		7959
22	(kaudi		20		2		0		3		5
23	(khung		20		24		0		283		307
24	(oom_r		20		0		0		7985		7985
27	(write		0		0		0		7985		7985
28	(kcomp		20		787		0		15458		16245
29	(ksmd)		25		0		0		8772		8772
30	(khuge		39		0		0		8772		8772
31	(kinte		0		0		0		8772		8772
32	(kbloc		0		0		0		8772		8772
33	(blkcg		0		0		0		8772		8772
34	(tpm_d		0		0		0		8772		8772
35	(ata_s		0		5		0		12		17
36	(md)		0		0		0		8777		8777
37	(edac-		0		0		0		8777		8777
38	(devfr		0		0		0		8777		8777
39	(watch		-51		0		0		8777		8777
41	(kswap		20		819		0		16245		17064
42	(ecryp		20		0		0		9596		9596
43	(kthro		0		0		0		9596		9596
44	(acpi_		0		0		0		9596		9596
45	(scsi_		20		36		0		629		665
46	(scsi_		0		0		0		9632		9632
47	(scsi_		20		20		0		175		195
48	(scsi_		0		0		0		9652		9652
53	(mld)		0		0		0		9652		9652
54	(ipv6_		0		0		0		9652		9652
61	(kstrp		0		0		0		9652		9652
63	(zswap		0		0		0		9652		9652
64	(kwork		0		0		0		9652		9652
68	(charg		0		0		0		9652		9652
102	(scsi_		20		4		0		8		12
103	(scsi_		0		0		0		9656		9656
132	(jbd2/		20		415		0		9255		9670
133	(ext4-		0		0		0		10071		10071
172	(syste		19		1137		0		20085		21222
202	(irq/1		-51		0		0		11208		11208
218	(syste		20		1059		0		19026		20085
255	(kwork		0		4176		0		41264		45440
270	(crypt		0		0		0		16443		16443
493	(syste		20		10394		0		60686		71080
494	(syste		20		730		0		12449		13179
495	(syste		20		239		0		5901		6140
541	(accou		20		111		0		1991		2102
542	(acpid		20		66		0		1278		1344
545	(avahi		20		575		0		10548		11123
546	(cron)		20		29		0		536		565
547	(dbus-		20		1271		0		22431		23702
548	(Netwo		20		6681		0		45440		52121
560	(netwo		20		405		0		8850		9255
561	(polki		20		1479		0		26461		27940
562	(power		20		45		0		749		794
564	(rsysl		20		24		0		307		331
568	(snapd		20		1209		0		21222		22431
569	(switc		20		25		0		355		380
572	(syste		20		316		0		7202		7518
573	(udisk		20		344		0		8161		8505
574	(wpa_s		20		177		0		3867		4044
580	(avahi		20		0		0		40563		40563
656	(cupsd		20		1447		0		25014		26461
661	(unatt		20		323		0		7838		8161
672	(Modem		20		253		0		6391		6644
719	(gdm3)		20		58		0		1098		1156
735	(cups-		20		98		0		1681		1779
743	(kerne		20		9		0		42		51
747	(kerne		20		21		0		195		216
817	(kwork		20		8565		0		52121		60686
855	(rtkit		21		16		0		141		157
1001	(upowe		20		64		0		1214		1278
1018	(packa		20		320		0		7518		7838
1175	(color		20		128		0		2214		2342
1248	(gdm-s		20		82		0		1422		1504
1261	(syste		20		745		0		13179		13924
1262	((sd-p		20		0		0		52692		52692
1268	(pipew		9		50		0		885		935
1269	(pipew		20		46		0		839		885
1270	(pulse		9		184		0		4044		4228
1271	(snapd		20		777		0		14681		15458
1280	(dbus-		20		757		0		13924		14681
1285	(gvfsd		20		44		0		705		749
1287	(gnome		20		135		0		2342		2477
1294	(gvfsd		20		6		0		23		29
1308	(xdg-d		20		18		0		157		175
1312	(xdg-p		20		7		0		35		42
1315	(gdm-w		20		10		0		51		61
1320	(fuser		20		3		0		5		8
1330	(gnome		20		84		0		1504		1588
1331	(track		39		1011		0		18015		19026
1378	(gnome		20		13		0		85		98
1392	(gnome		20		112		0		2102		2214
1419	(at-sp		20		28		0		508		536
1420	(gnome		20		115434		0		86902		202336
1429	(dbus-		20		45		0		794		839
1468	(gnome		20		137		0		2477		2614
1475	(evolu		20		204		0		4814		5018
1476	(gvfs-		20		155		0		3048		3203
1484	(gvfs-		20		21		0		216		237
1492	(gvfs-		20		26		0		455		481
1496	(gvfs-		20		25		0		380		405
1500	(goa-d		20		146		0		2902		3048
1509	(goa-i		20		40		0		665		705
1516	(gvfs-		20		23		0		237		260
1523	(evolu		20		173		0		3694		3867
1526	(snapd		20		251		0		6140		6391
1532	(gvfsd		20		58		0		1156		1214
1541	(dconf		20		23		0		260		283
1542	(evolu		20		78		0		1344		1422
1551	(xdg-d		20		93		0		1588		1681
1559	(gjs)		20		143		0		2614		2757
1561	(at-sp		20		30		0		565		595
1571	(xdg-d		20		299		0		6903		7202
1574	(sh)		20		6		0		29		35
1577	(gsd-a		20		13		0		98		111
1581	(gsd-c		20		219		0		5230		5449
1582	(gsd-d		20		55		0		1043		1098
1583	(gsd-h		20		224		0		5449		5673
1584	(gsd-k		20		159		0		3203		3362
1585	(gsd-m		20		193		0		4418		4611
1586	(gsd-p		20		203		0		4611		4814
1591	(ibus-		20		463		0		10085		10548
1596	(gsd-p		20		145		0		2757		2902
1597	(gsd-r		20		34		0		595		629
1601	(gsd-s		20		24		0		331		355
1605	(gsd-s		20		54		0		935		989
1606	(gsd-s		20		25		0		405		430
1609	(gsd-s		20		27		0		481		508
1610	(gsd-w		20		160		0		3362		3522
1646	(ibus-		20		12		0		61		73
1652	(evolu		20		345		0		8505		8850
1654	(ibus-		20		1602		0		29531		31133
1663	(ibus-		20		15		0		111		126
1670	(gsd-d		20		25		0		430		455
1690	(gsd-p		20		54		0		989		1043
1740	(ibus-		20		102		0		1779		1881
1745	(xdg-d		20		212		0		5018		5230
1756	(snap-		20		1591		0		27940		29531
1792	(gjs)		20		110		0		1881		1991
1884	(gjs)		20		1312		0		23702		25014
1928	(gvfsd		20		15		0		126		141
1971	(fwupd		20		2353		0		33310		35663
2538	(updat		20		228		0		5673		5901
3149	(gnome		20		704		0		11745		12449
3152	(seaho		20		415		0		9670		10085
3153	(gnome		20		15822		0		71080		86902
3238	(bash)		20		190		0		4228		4418
3738	(kwork		20		0		0		200492		200492
3770	(kwork		20		951		0		17064		18015
3772	(kwork		20		622		0		11123		11745
3780	(kwork		20		259		0		6644		6903
3846	(kwork		20		0		0		202324		202324
3847	(kwork		20		0		0		202324		202324
3856	(main)		20		12		0		73		85

Average Waiting Time: 12337.86
Average Response Time: 13535.11

Menu:
1. Show Processes
2. Run FCFS
3. Run SJF
4. Run Round Robin
5. Exit
Enter your choice: PID	Name		Priority	Burst Time	Arrival Time	Waiting Time	Response Time
1	(syste		20		2906		0		55782		58688
2	(kthre		20		6		0		12		18
3	(rcu_g		0		0		0		2912		2912
4	(rcu_p		0		0		0		2912		2912
5	(slub_		0		0		0		2912		2912
6	(netns		0		0		0		2912		2912
8	(kwork		0		1		0		18		19
10	(mm_pe		0		0		0		2913		2913
11	(rcu_t		20		0		0		2913		2913
12	(rcu_t		20		0		0		2913		2913
13	(rcu_t		20		0		0		2913		2913
14	(ksoft		20		2695		0		54491		57186
15	(rcu_p		20		2177		0		50705		52882
16	(migra		-100		172		0		12798		12970
17	(idle_		-51		0		0		7957		7957
19	(cpuhp		20		1		0		55		56
20	(kdevt		20		1		0		56		57
21	(inet_		0		0		0		7959		7959
22	(kaudi		20		2		0		57		59
23	(khung		20		24		0		1465		1489
24	(oom_r		20		0		0		7985		7985
27	(write		0		0		0		7985		7985
28	(kcomp		20		787		0		32654		33441
29	(ksmd)		25		0		0		8772		8772
30	(khuge		39		0		0		8772		8772
31	(kinte		0		0		0		8772		8772
32	(kbloc		0		0		0		8772		8772
33	(blkcg		0		0		0		8772		8772
34	(tpm_d		0		0		0		8772		8772
35	(ata_s		0		5		0		83		88
36	(md)		0		0		0		8777		8777
37	(edac-		0		0		0		8777		8777
38	(devfr		0		0		0		8777		8777
39	(watch		-51		0		0		8777		8777
41	(kswap		20		819		0		33417		34236
42	(ecryp		20		0		0		9596		9596
43	(kthro		0		0		0		9596		9596
44	(acpi_		0		0		0		9596		9596
45	(scsi_		20		36		0		2755		2791
46	(scsi_		0		0		0		9632		9632
47	(scsi_		20		20		0		1513		1533
48	(scsi_		0		0		0		9652		9652
53	(mld)		0		0		0		9652		9652
54	(ipv6_		0		0		0		9652		9652
61	(kstrp		0		0		0		9652		9652
63	(zswap		0		0		0		9652		9652
64	(kwork		0		0		0		9652		9652
68	(charg		0		0		0		9652		9652
102	(scsi_		20		4		0		124		128
103	(scsi_		0		0		0		9656		9656
132	(jbd2/		20		415		0		22371		22786
133	(ext4-		0		0		0		10071		10071
172	(syste		19		1137		0		39297		40434
202	(irq/1		-51		0		0		11208		11208
218	(syste		20		1059		0		38082		39141
255	(kwork		0		4176		0		62084		66260
270	(crypt		0		0		0		16443		16443
493	(syste		20		10394		0		81470		91864
494	(syste		20		730		0		31277		32007
495	(syste		20		239		0		15837		16076
541	(accou		20		111		0		9273		9384
542	(acpid		20		66		0		5882		5948
545	(avahi		20		575		0		27024		27599
546	(cron)		20		29		0		2887		2916
547	(dbus-		20		1271		0		41391		42662
548	(Netwo		20		6681		0		72140		78821
560	(netwo		20		405		0		22086		22491
561	(polki		20		1479		0		44245		45724
562	(power		20		45		0		4001		4046
564	(rsysl		20		24		0		1713		1737
568	(snapd		20		1209		0		40518		41727
569	(switc		20		25		0		2964		2989
572	(syste		20		316		0		19262		19578
573	(udisk		20		344		0		20125		20469
574	(wpa_s		20		177		0		13006		13183
580	(avahi		20		0		0		40563		40563
656	(cupsd		20		1447		0		43818		45265
661	(unatt		20		323		0		19290		19613
672	(Modem		20		253		0		16975		17228
719	(gdm3)		20		58		0		5097		5155
735	(cups-		20		98		0		8617		8715
743	(kerne		20		9		0		452		461
747	(kerne		20		21		0		1845		1866
817	(kwork		20		8565		0		77801		86366
855	(rtkit		21		16		0		1866		1882
1001	(upowe		20		64		0		6056		6120
1018	(packa		20		320		0		19313		19633
1175	(color		20		128		0		10218		10346
1248	(gdm-s		20		82		0		6960		7042
1261	(syste		20		745		0		31959		32704
1262	((sd-p		20		0		0		52692		52692
1268	(pipew		9		50		0		5191		5241
1269	(pipew		20		46		0		4202		4248
1270	(pulse		9		184		0		13716		13900
1271	(snapd		20		777		0		32525		33302
1280	(dbus-		20		757		0		32260		33017
1285	(gvfsd		20		44		0		4248		4292
1287	(gnome		20		135		0		11030		11165
1294	(gvfsd		20		6		0		641		647
1308	(xdg-d		20		18		0		2014		2032
1312	(xdg-p
